Matrix	Sub Matrix	Sub Matrix	ontology ID	label	parent class	exact synonym	exact match	close match	definition	comment	editors note	broad synonym	narrow synonym	cross refference	BCODMO master paramater	Entity subset	category subset
wetland	freshwater wetland		ENVO:00000243	freshwater wetland	wetland											http://bcodmo/sm#matrix	http://bcodmo/sm#context
wetland	freshwater wetland	dambo	ENVO:00000236	dambo	freshwater wetland											http://bcodmo/sm#matrix	http://bcodmo/sm#context
wetland	freshwater wetland	fluvial dambo	ENVO:00000238	fluvial dambo	freshwater wetland											http://bcodmo/sm#matrix	http://bcodmo/sm#context
wetland	freshwater wetland	hydromorphic dambo	ENVO:00000237	hydromorphic dambo	freshwater wetland	phreatic dambo										http://bcodmo/sm#matrix	http://bcodmo/sm#context
wetland	freshwater wetland	moor	ENVO:00000231	moor	freshwater wetland											http://bcodmo/sm#matrix	http://bcodmo/sm#context
wetland	freshwater wetland	pocasin	ENVO:00000239	pocasin	freshwater wetland											http://bcodmo/sm#matrix	http://bcodmo/sm#context
wetland	intermittent wetland		ENVO:00000389	intermittent wetland	wetland											http://bcodmo/sm#matrix	http://bcodmo/sm#context
wetland	marsh		ENVO:00000035	marsh	wetland											http://bcodmo/sm#matrix	http://bcodmo/sm#context
wetland	marsh	freshwater marsh	ENVO:00000053	freshwater marsh	marsh											http://bcodmo/sm#matrix	http://bcodmo/sm#context
wetland	marsh	salt marsh	ENVO:00000054	salt marsh	marsh											http://bcodmo/sm#matrix	http://bcodmo/sm#context
wetland	peatland		ENVO:00000044	peatland	wetland											http://bcodmo/sm#matrix	http://bcodmo/sm#context
wetland	peatland	blanket bog	ENVO:00000511	blanket bog	peatland											http://bcodmo/sm#matrix	http://bcodmo/sm#context
wetland	peatland	fen	ENVO:00000232	fen	peatland											http://bcodmo/sm#matrix	http://bcodmo/sm#context
wetland	peatland	carr	ENVO:00000235	carr	peatland											http://bcodmo/sm#matrix	http://bcodmo/sm#context
wetland	peatland	palsa mire	ENVO:00000188	palsa mire	peatland											http://bcodmo/sm#matrix	http://bcodmo/sm#context
wetland	peatland	peat swamp	ENVO:00000189	peat swamp	peatland											http://bcodmo/sm#matrix	http://bcodmo/sm#context
wetland	peatland	raised mire	ENVO:00000185	raised mire	peatland											http://bcodmo/sm#matrix	http://bcodmo/sm#context
wetland	peatland	sphagnum bog	ENVO:00002268	sphagnum bog	peatland											http://bcodmo/sm#matrix	http://bcodmo/sm#context
wetland	peatland	string mire	ENVO:00000186	string mire	peatland											http://bcodmo/sm#matrix	http://bcodmo/sm#context
wetland	peatland	tundra mire	ENVO:00000187	tundra mire	peatland											http://bcodmo/sm#matrix	http://bcodmo/sm#context
wetland	saline wetland		ENVO:00000240	saline wetland	wetland											http://bcodmo/sm#matrix	http://bcodmo/sm#context
wetland	swamp		ENVO:00000233	swamp	wetland											http://bcodmo/sm#matrix	http://bcodmo/sm#context
wetland	swamp	cypress swamp	ENVO:01000331	cypress swamp	swamp											http://bcodmo/sm#matrix	http://bcodmo/sm#context
wetland	swamp	dome swamp	ENVO:01000328	dome swamp	swamp											http://bcodmo/sm#matrix	http://bcodmo/sm#context
wetland	swamp	strand swamp	ENVO:01000327	strand swamp	swamp											http://bcodmo/sm#matrix	http://bcodmo/sm#context
wetland	swamp	cypress strand swamp	ENVO:01000330	cypress strand swamp	swamp											http://bcodmo/sm#matrix	http://bcodmo/sm#context
