Sub category 1:	sub category 2:	sub category 3:	ontology ID	label	parent class	exact synonym	exact match	close match	definition	comment	editors note	broad synonym	narrow synonym	cross refference	BCODMO master paramater	Entity subset	category subset
polonium	polonium isotope	polonium-193 isotope	CHEBI:37353	polonium-193 isotope	polonium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
polonium	polonium isotope	polonium-194 isotope	CHEBI:37354	polonium-194 isotope	polonium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
polonium	polonium isotope	polonium-195 isotope	CHEBI:37355	polonium-195 isotope	polonium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
polonium	polonium isotope	polonium-196 isotope	CHEBI:37356	polonium-196 isotope	polonium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
polonium	polonium isotope	polonium-197 isotope	CHEBI:37357	polonium-197 isotope	polonium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
polonium	polonium isotope	polonium-198 isotope	CHEBI:37358	polonium-198 isotope	polonium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
polonium	polonium isotope	polonium-199 isotope	CHEBI:37359	polonium-199 isotope	polonium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
polonium	polonium isotope	polonium-200 isotope	CHEBI:37360	polonium-200 isotope	polonium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
polonium	polonium isotope	polonium-201 isotope	CHEBI:37361	polonium-201 isotope	polonium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
polonium	polonium isotope	polonium-202 isotope	CHEBI:37362	polonium-202 isotope	polonium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
polonium	polonium isotope	polonium-203 isotope	CHEBI:37363	polonium-203 isotope	polonium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
polonium	polonium isotope	polonium-204 isotope	CHEBI:37364	polonium-204 isotope	polonium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
polonium	polonium isotope	polonium-205 isotope	CHEBI:37365	polonium-205 isotope	polonium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
polonium	polonium isotope	polonium-206 isotope	CHEBI:37366	polonium-206 isotope	polonium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
polonium	polonium isotope	polonium-207 isotope	CHEBI:37367	polonium-207 isotope	polonium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
polonium	polonium isotope	polonium-208 isotope	CHEBI:37368	polonium-208 isotope	polonium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
polonium	polonium isotope	polonium-209 isotope	CHEBI:37369	polonium-209 isotope	polonium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
polonium	polonium isotope	polonium-210 isotope	CHEBI:37340	polonium-210 isotope	polonium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
polonium	polonium isotope	polonium-211 isotope	CHEBI:37341	polonium-211 isotope	polonium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
polonium	polonium isotope	polonium-212 isotope	CHEBI:37342	polonium-212 isotope	polonium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
polonium	polonium isotope	polonium-213 isotope	CHEBI:37343	polonium-213 isotope	polonium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
polonium	polonium isotope	polonium-214 isotope	CHEBI:37344	polonium-214 isotope	polonium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
polonium	polonium isotope	polonium-215 isotope	CHEBI:37345	polonium-215 isotope	polonium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
polonium	polonium isotope	polonium-216 isotope	CHEBI:37346	polonium-216 isotope	polonium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
polonium	polonium isotope	polonium-217 isotope	CHEBI:37347	polonium-217 isotope	polonium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
polonium	polonium isotope	polonium-218 isotope	CHEBI:37348	polonium-218 isotope	polonium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
potassium			CHEBI:37247	potassium												http://bcodmo/sm#chemistry	http://bcodmo/sm#element
potassium	potassium isotope		CHEBI:26216	potassium isotope	potassium										http://lod.bco-dmo.org/id/parameter/527968	http://bcodmo/sm#chemistry	http://bcodmo/sm#element
potassium	potassium isotope	potassium-39 isotope	CHEBI:52632	potassium-39 isotope	potassium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
potassium	potassium isotope	potassium-40 isotope	BSM:0200071	potassium-40 isotope	potassium isotope						Add to CHEBI.					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
potassium	potassium valence		BSM:0200014	potassium valence	potassium											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
potassium	potassium valence	kalide	CHEBI:29104	kalide	potassium valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
potassium	potassium valence	potassium(1+)	CHEBI:29103	potassium(1+)	potassium valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
praseodymium			BSM:0200072	praseodymium							Add elemental praseodymium as subclass to praseodymium molecular entity.					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
praseodymium	praseodymium isotope		CHEBI:49828	praseodymium isotope	praseodymium											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
protactinium			BSM:0200073	protactinium							Add elemental protactinium as subclass to protactinium molecular entity.					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
protactinium	protactinium isotope		CHEBI:33386	protactinium isotope	protactinium											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
protactinium	protactinium isotope	protactinium-231 isotope	BSM:0200074	protactinium-231 isotope	protactinium isotope						Add to CHEBI.				http://lod.bco-dmo.org/id/parameter/1635	http://bcodmo/sm#chemistry	http://bcodmo/sm#element
rubidium			CHEBI:155923	rubidium												http://bcodmo/sm#chemistry	http://bcodmo/sm#element
rubidium	rubidium isotope		CHEBI:33322	rubidium isotope	rubidium										http://lod.bco-dmo.org/id/parameter/527972	http://bcodmo/sm#chemistry	http://bcodmo/sm#element
rubidium	rubidium isotope	rubidium-85 isotope	BSM:0200075	rubidium-85 isotope	rubidium isotope						Add to CHEBI					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
rubidium	rubidium isotope	rubidium-87 isotope	CHEBI:52459	rubidium-87 isotope	rubidium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
scandium			CHEBI:155869	scandium												http://bcodmo/sm#chemistry	http://bcodmo/sm#element
scandium	scandium isotope		CHEBI:33330	scandium isotope	scandium											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
scandium	scandium isotope	scandium-45 isotope	CHEBI:52635	scandium-45 isotope	scandium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
selenium			CHEBI:36904	selenium												http://bcodmo/sm#chemistry	http://bcodmo/sm#element
selenium	selenium isotope		CHEBI:27568	selenium isotope	selenium											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
selenium	selenium isotope	selenium-77 isotope	CHEBI:52457	selenium-77 isotope	selenium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
selenium	selenium isotope	selenium-78 isotope	BSM:0200076	selenium-78 isotope	selenium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
selenium	selenium valence		CHEBI:60250	selenium valence	selenium											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
selenium	selenium valence	selenium(2+)	CHEBI:60871	selenium(2+)	selenium valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
selenium	selenium valence	selenium(4+)	BSM:0200077	selenium(4+)	selenium valence						Add to CHEBI.					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
selenium	selenium valence	selenium(6+)	BSM:0200078	selenium(6+)	selenium valence						Add to CHEBI.					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
selenium	selenium valence	selenide	CHEBI:15076	selenide	selenium valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
selenium	selenium valence	selenide(1-)	CHEBI:29215	selenide(1-)	selenium valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
selenium	selenium valence	selenium(0)	BSM:0200079	selenium(0)	selenium valence						Add to CHEBI.					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
selenium	diselenium		CHEBI:36905	diselenium	selenium											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
silicon			CHEBI:37763	silicon												http://bcodmo/sm#chemistry	http://bcodmo/sm#element
silicon	silicon isotope		CHEBI:27573	silicon isotope	silicon										http://lod.bco-dmo.org/id/parameter/490515	http://bcodmo/sm#chemistry	http://bcodmo/sm#element
silicon	silicon isotope	silicon-28 isotope	CHEBI:37975	silicon-28 isotope	silicon isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
silicon	silicon isotope	silicon-29 isotope	CHEBI:37974	silicon-29 isotope	silicon isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
silicon	silicon isotope	silicon-30 isotope	CHEBI:37976	silicon-30 isotope	silicon isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
silicon	silicon isotope	silicon-31 isotope	CHEBI:37977	silicon-31 isotope	silicon isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
silicon	silicon isotope	silicon-32 isotope	CHEBI:37978	silicon-32 isotope	silicon isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
silicon	silicon valence		BSM:0200015	silicon valence	silicon											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
silicon	silicon valence	silicide(1-)	CHEBI:30585	silicide(1-)	silicon valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
silicon	silicon valence	silicide(4-)	CHEBI:30586	silicide(4-)	silicon valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
silicon	silicon valence	silicon(1+)	CHEBI:30582	silicon(1+)	silicon valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
silicon	silicon valence	silicon(4+)	CHEBI:30584	silicon(4+)	silicon valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
silicon	disilicon		CHEBI:30590	disilicon	silicon											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
silicon	disilicon	disilicon(1+)	CHEBI:30591	disilicon(1+)	disilicon											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
silicon	disilicon	disilicide(1-)	CHEBI:30592	disilicide(1-)	disilicon											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
silicon	tetrasilicide(4-)		CHEBI:30598	tetrasilicide(4-)	silicon											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
silver			CHEBI:33966	silver												http://bcodmo/sm#chemistry	http://bcodmo/sm#element
silver	silver isotope		CHEBI:30512	silver isotope	silver											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
silver	silver valence		CHEBI:60247	silver valence	silver											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
silver	silver valence	silver(1+)	CHEBI:49468	silver(1+)	silver valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
silver	silver valence	silver(0)	CHEBI:9141	silver(0)	silver valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
samarium			BSM:0200080	samarium							Add elemental samarium as subclass to samarium molecular entity					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
samarium	samarium isotope		CHEBI:33374	samarium isotope	samarium											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
samarium	samarium valence		BSM:0200081	samarium valence	samarium						"Possibly add to CHEBI, and make samarium(3+) subclass to it."					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
samarium	samarium valence	samarium(3+)	CHEBI:49890	samarium(3+)	samarium valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
sodium			CHEBI:37246	sodium												http://bcodmo/sm#chemistry	http://bcodmo/sm#element
sodium	sodium isotope		CHEBI:26708	sodium isotope	sodium										http://lod.bco-dmo.org/id/parameter/527965	http://bcodmo/sm#chemistry	http://bcodmo/sm#element
sodium	sodium isotope	sodium-23 isotope	CHEBI:52634	sodium-23 isotope	sodium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
sodium	sodium valence		BSM:0200016	sodium valence	sodium											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
sodium	sodium valence	natride	CHEBI:29102	natride	sodium valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
sodium	sodium valence	sodium(1+)	CHEBI:29101	sodium(1+)	sodium valence										http://lod.bco-dmo.org/id/parameter/821629	http://bcodmo/sm#chemistry	http://bcodmo/sm#element
strontium			CHEBI:39131	strontium												http://bcodmo/sm#chemistry	http://bcodmo/sm#element
strontium	strontium isotope		CHEBI:33324	strontium isotope	strontium										http://lod.bco-dmo.org/id/parameter/527973	http://bcodmo/sm#chemistry	http://bcodmo/sm#element
strontium	strontium isotope	strontium-86 isotope	BSM:0200082	strontium-86 isotope	strontium isotope						Add to CHEBI.					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
strontium	strontium isotope	strontium-88 isotope	BSM:0200083	strontium-88 isotope	strontium isotope						Add to CHEBI.					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
strontium	strontium valence		CHEBI:39130	strontium valence	strontium											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
strontium	strontium valence	strontium(1+)	CHEBI:37132	strontium(1+)	strontium valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
strontium	strontium valence	strontium(2+)	CHEBI:35104	strontium(2+)	strontium valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
sulfur			CHEBI:33403	sulfur		elemental sulfur									http://lod.bco-dmo.org/id/parameter/1901	http://bcodmo/sm#chemistry	http://bcodmo/sm#element
sulfur	sulfur isotope		CHEBI:26833	sulfur isotope	sulfur										http://lod.bco-dmo.org/id/parameter/707578	http://bcodmo/sm#chemistry	http://bcodmo/sm#element
sulfur	sulfur isotope	sulfur-32 isotope	CHEBI:37979	sulfur-32 isotope	sulfur isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
sulfur	sulfur isotope	sulfur-33 isotope	CHEBI:37980	sulfur-33 isotope	sulfur isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
sulfur	sulfur isotope	sulfur-34 isotope	CHEBI:37981	sulfur-34 isotope	sulfur isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
sulfur	sulfur isotope	sulfur-35 isotope	CHEBI:37983	sulfur-35 isotope	sulfur isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
sulfur	sulfur isotope	sulfur-36 isotope	CHEBI:37982	sulfur-36 isotope	sulfur isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
sulfur	sulfur isotope	sulfur-37 isotope	CHEBI:37984	sulfur-37 isotope	sulfur isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
sulfur	sulfur isotope	sulfur-38 isotope	CHEBI:37985	sulfur-38 isotope	sulfur isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
sulfur	sulfur valence		CHEBI:33411	sulfur valence	sulfur											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
sulfur	sulfur valence	sulfur(0)	CHEBI:33411	sulfur(0)	sulfur valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
sulfur	sulfur valence	sulfide(.1-)	CHEBI:29316	sulfide(.1-)	sulfur valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
sulfur	sulfur valence	sulfur(1+)	CHEBI:29832	sulfur(1+)	sulfur valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
sulfur	sulfur valence	sulfide(2-)	CHEBI:15138	sulfide(2-)	sulfur valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
sulfur	disulfur		CHEBI:29387	disulfur	sulfur											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
sulfur	disulfur	disulfide(.1-)	CHEBI:29395	disulfide(.1-)	disulfur			CHEBI:33412								http://bcodmo/sm#chemistry	http://bcodmo/sm#element
sulfur	disulfur	disulfide(2-)	CHEBI:29396	disulfide(2-)	disulfur											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
sulfur	disulfur	disulfur(.1+)	CHEBI:29397	disulfur(.1+)	disulfur											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
sulfur	trisulfur		CHEBI:29388	trisulfur	sulfur			CHEBI:33413								http://bcodmo/sm#chemistry	http://bcodmo/sm#element
sulfur	trisulfur	trisulfide(.1-)	CHEBI:29399	trisulfide(.1-)	trisulfur											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
sulfur	trisulfur	trisulfide(2-)	CHEBI:29398	trisulfide(2-)	trisulfur											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
sulfur	trisulfur	trisulfur(2+)	CHEBI:29400	trisulfur(2+)	trisulfur											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
sulfur	polysulfur		CHEBI:17909	polysulfur	sulfur											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
terbium			BSM:0200084	terbium							Add elemental terbium as subclass to terbium molecular entity.					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
terbium	terbium isotope		CHEBI:33376	terbium isotope	terbium											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
terbium	terbium valence		BSM:0200085	terbium valence	terbium						Possibly add to CHEBI.					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
terbium	terbium valence	terbium(3+)	CHEBI:49902	terbium(3+)	terbium valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
thorium			CHEBI:155924	thorium												http://bcodmo/sm#chemistry	http://bcodmo/sm#element
thorium	thorium isotope		CHEBI:33385	thorium isotope	thorium											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
thorium	thorium isotope	thorium-228 isotope	BSM:0200086	thorium-228 isotope	thorium isotope						Add to CHEBI.					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
thorium	thorium isotope	thorium-230 isotope	BSM:0200087	thorium-230 isotope	thorium isotope						Add to CHEBI.					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
thorium	thorium isotope	thorium-232 isotope	BSM:0200088	thorium-232 isotope	thorium isotope						Add to CHEBI.					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
thorium	thorium isotope	thorium-234 isotope	BSM:0200089	thorium-234 isotope	thorium isotope						Add to CHEBI.					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
thulium			BSM:0200090	thulium							Add elemental thulium as subclass to thulium molecular entity.					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
thulium	thulium isotope		CHEBI:33380	thulium isotope	thulium											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
tin			CHEBI:37767	tin												http://bcodmo/sm#chemistry	http://bcodmo/sm#element
tin	tin isotope		CHEBI:27007	tin isotope	tin											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
tin	tin isotope	tin-115 isotope	CHEBI:52235	tin-115 isotope	tin isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
tin	tin isotope	tin-116 isotope	CHEBI:52233	tin-116 isotope	tin isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
tin	tin isotope	tin-117 isotope	CHEBI:52234	tin-117 isotope	tin isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
tin	tin isotope	tin-118 isotope	CHEBI:52232	tin-118 isotope	tin isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
tin	tin isotope	tin-119 isotope	CHEBI:52230	tin-119 isotope	tin isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
tin	tin isotope	tin-120 isotope	CHEBI:52231	tin-120 isotope	tin isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
tin	tin valence		BSM:0200091	tin valence	tin						Possibly add to CHEBI.					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
tin	tin valence	tin(4+)	CHEBI:30476	tin(4+)	tin valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
tin	tin valence	tin(0)	CHEBI:32990	tin(0)	tin valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
titanium			CHEBI:155870	titanium												http://bcodmo/sm#chemistry	http://bcodmo/sm#element
titanium	titanium isotope		CHEBI:33341	titanium isotope	titanium										http://lod.bco-dmo.org/id/parameter/1984	http://bcodmo/sm#chemistry	http://bcodmo/sm#element
titanium	titanium isotope	titanium-49 isotope	BSM:0200092	titanium-49 isotope	titanium isotope						Add to CHEBI.					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
uranium			CHEBI:50559	uranium												http://bcodmo/sm#chemistry	http://bcodmo/sm#element
uranium	uranium isotope		CHEBI:27214	uranium isotope	uranium										http://lod.bco-dmo.org/id/parameter/527976	http://bcodmo/sm#chemistry	http://bcodmo/sm#element
uranium	uranium isotope	uranium-238 isotope	BSM:0200093	uranium-238 isotope	uranium isotope						Add to CHEBI.				http://lod.bco-dmo.org/id/parameter/1673|http://lod.bco-dmo.org/id/parameter/1675	http://bcodmo/sm#chemistry	http://bcodmo/sm#element
uranium	diuranium		CHEBI:50560	diuranium	uranium											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
uranium	uranium valence		BSM:0200018	uranium valence	uranium											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
uranium	uranium valence	uranium(2+)	CHEBI:32993	uranium(2+)	uranium valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
uranium	uranium valence	uranium(3+)	CHEBI:32994	uranium(3+)	uranium valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
uranium	uranium valence	uranium(4+)	CHEBI:32995	uranium(4+)	uranium valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
uranium	uranium valence	uranium(5+)	CHEBI:32991	uranium(5+)	uranium valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
uranium	uranium valence	uranium(6+)	CHEBI:32992	uranium(6+)	uranium valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
uranium	uranium valence	uranium(0)	CHEBI:49936	uranium(0)	uranium valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
vanadium			CHEBI:35171	vanadium												http://bcodmo/sm#chemistry	http://bcodmo/sm#element
vanadium	vanadium isotope		CHEBI:27698	vanadium isotope	vanadium										http://lod.bco-dmo.org/id/parameter/527970	http://bcodmo/sm#chemistry	http://bcodmo/sm#element
vanadium	vanadium isotope	vanadium-51	CHEBI:52456	vanadium-51 isotope							Here vanadium-51 CHEBI:52456 is under vanadium(0) not vanadium isotope					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
vanadium	vanadium valence		BSM:0200019	vanadium valence	vanadium			CHEBI:35172								http://bcodmo/sm#chemistry	http://bcodmo/sm#element
vanadium	vanadium valence	vanadium(1+)	CHEBI:33005	vanadium(1+)	vanadium valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
vanadium	vanadium valence	vanadium(2+)	CHEBI:33004	vanadium(2+)	vanadium valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
vanadium	vanadium valence	vanadium(3+)	CHEBI:49948	vanadium(3+)	vanadium valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
vanadium	vanadium valence	vanadium(4+)	CHEBI:33002	vanadium(4+)	vanadium valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
vanadium	vanadium valence	vanadium(5+)	CHEBI:33003	vanadium(5+)	vanadium valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
vanadium	vanadium valence	vanadium(0)	CHEBI:35170	vanadium(0)	vanadium valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
xenon			CHEBI:49984	xenon												http://bcodmo/sm#chemistry	http://bcodmo/sm#element
xenon	xenon isotope		CHEBI:49957	xenon isotope	xenon											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
xenon	xenon isotope	xenon-129 isotope	CHEBI:52453	xenon-129 isotope	xenon isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
xenon	xenon valence		BSM:0200094	xenon valence	xenon						Possibly add to CHEBI.					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
xenon	xenon valence	xenon(.1+)	CHEBI:49989	xenon(.1+)	xenon valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
xenon	xenon valence	xenon(0)	CHEBI:49956	xenon(0)	xenon valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
ytterbium			BSM:0200095	ytterbium							Add elemental ytterbium as subclass to ytterbium molecular entity.					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
ytterbium	ytterbium isotope		CHEBI:33381	ytterbium isotope	ytterbium											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
ytterbium	ytterbium valence		BSM:0200096	ytterbium valence	ytterbium						Possibly add to CHEBI.					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
ytterbium	ytterbium valence	ytterbium(3+)	CHEBI:49980	ytterbium(3+)	ytterbium valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
yttrium			CHEBI:155925	yttrium												http://bcodmo/sm#chemistry	http://bcodmo/sm#element
yttrium	yttrium isotope		CHEBI:33331	yttrium isotope	yttrium											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
yttrium	yttrium isotope	yttrium-89 isotope	CHEBI:52622	yttrium-89 isotope	yttrium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
yttrium	yttrium valence		BSM:0200097	yttrium valence	yttrium						Possily add to CHEBI.					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
yttrium	yttrium valence	yttrium(2+)	CHEBI:49978	yttrium(2+)	yttrium valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
zinc			CHEBI:37253	zinc												http://bcodmo/sm#chemistry	http://bcodmo/sm#element
zinc	zinc isotope		CHEBI:27363	zinc isotope	zinc										http://lod.bco-dmo.org/id/parameter/709855	http://bcodmo/sm#chemistry	http://bcodmo/sm#element
zinc	zinc isotope	zinc-64 isotope	BSM:0200098	zinc-64 isotope	zinc isotope						Add to CHEBI.				http://lod.bco-dmo.org/id/parameter/1941	http://bcodmo/sm#chemistry	http://bcodmo/sm#element
zinc	zinc isotope	zinc-65 isotope	CHEBI:82623	zinc-65 isotope	zinc isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
zinc	zinc isotope	zinc-66 isotope	BSM:0200099	zinc-66 isotope	zinc isotope						Add to CHEBI.				http://lod.bco-dmo.org/id/parameter/1941	http://bcodmo/sm#chemistry	http://bcodmo/sm#element
zinc	zinc isotope	zinc-67 isotope	CHEBI:52761	zinc-67 isotope	zinc isotope						"zinc-67 CHEBI:52761 is subclass to zinc(0), whereas zinc-65 isotope is subclass to isotope TODO fix this in CHEBI."					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
zinc	zinc valence		CHEBI:27365	zinc valence	zinc											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
zinc	zinc valence	zinc(1+)	CHEBI:37255	zinc(1+)	zinc valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
zinc	zinc valence	zinc(2+)	CHEBI:29105	zinc(2+)	zinc valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
zinc	zinc valence	zincide	CHEBI:37254	zincide	zinc valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
zinc	zinc valence	zinc(0)	CHEBI:30185	zinc(0)	zinc valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
zinc	dizinc		CHEBI:37256	dizinc	zinc											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
zirconium			BSM:0200100	zirconium							Add elemental zirconium as subclass to zirconium molecular entity.					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
zirconium	zirconium isotope		CHEBI:33342	zirconium isotope	zirconium											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
